0.33042,0.32056,0.31083,0.30123,0.29176,0.24635,0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275
0.32056,0.31083,0.30123,0.29176,0.24635,0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242
0.31083,0.30123,0.29176,0.24635,0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346
0.30123,0.29176,0.24635,0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519
0.29176,0.24635,0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811
0.24635,0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811,0.61254
0.20428,0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811,0.61254,0.59962
0.16565,0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811,0.61254,0.59962,0.58814
0.1306,0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811,0.61254,0.59962,0.58814,0.57807
0.071304,0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811,0.61254,0.59962,0.58814,0.57807,0.56934
0.028998,0.0051064,0,0.011218,0.0363,0.073235,0.11948,0.16406,0.21172,0.2609,0.31037,0.36622,0.4198,0.47021,0.51685,0.59157,0.65166,0.69714,0.72884,0.74632,0.75496,0.75588,0.7504,0.73834,0.72188,0.70275,0.68242,0.66346,0.64519,0.62811,0.61254,0.59962,0.58814,0.57807,0.56934,0.55988
